sentence,author,title,pet
"however much republican politicians denounce ""woke capital"" or emphasize their growing number of working-class supporters, the fact remains that the republican party's economic agenda -- of tax cuts for the wealthy and impunity for employers -- is organized for the benefit of capital, from wealthy shareholders and wall street asset managers to the billionaire owners of glorified family firms",jb,marco-rubio-republicans-working-class,wealthy
audiences hated it and critics dismissed it,jb,the-thing-movie-horror,dismissed
"for as much as critics dismissed the film as expensive trash, there is an idea here: that fear and paranoia can dissolve the bonds of friendship, camaraderie and citizenship",jb,the-thing-movie-horror,dismissed
"every incentive driving the republican party, from fox news to the former president, points away from sober engagement with the realities of american politics and toward the outrageous, the antisocial and the authoritarian",jb,trump-bannon-2024,sober
"not the legal discipline that deals with the distance between formal and actual equality but the idea, spread by right-wing activists and their wealthy supporters, that public schools are teaching a racist ideology of guilt and anti-white sentiment",jb,virginia-election-2021,wealthy
"yet, according to a survey published in 2008 of 1,013 adults aged 20 and older, 35 percent of women and 20 percent of men said they were troubled by facial acne in their 30s",je,adult-acne,troubled
"the women often experienced problems with depression, anxiety and social isolation",je,adult-acne,experienced
"if a-fib is confirmed, your doctor may try to shock the heart back into a normal rhythm using a procedure called electrical cardioversion, in which an electrical current is applied to the chest using paddles",je,afib-warning-signs,chest
"being overweight and, for many, excessive consumption of salt lead the list, followed by inconsistent use of medically prescribed remedies and a failure to adopt lifestyle measures that can reduce elevated blood pressure",je,blood-pressure-medications,overweight
even a modest weight loss of 10 pounds can both reduce the risk of developing hypertension and lower blood pressure in overweight people who already have this condition,je,blood-pressure-medications,overweight
"that would be distressing, to be sure, but neither you nor your doctor would likely be surprised by the severity of your injury given the nature of the accident",je,broken-bone-fracture-risk,accident
"yet, there is now mounting evidence that for women past menopause and men in their medicare years, a broken bone from any kind of trauma -- whether it's severe (car accident) or not (fall on the sidewalk) -- fragile bones are likely the culprit",je,broken-bone-fracture-risk,accident
"no matter how the accident occurred, current evidence indicates, when an older person breaks a bone, further evaluation of that person's overall bone health and advice on how to maintain it should follow as an integral part of treatment",je,broken-bone-fracture-risk,accident
"among the women whose first fracture followed a traumatic accident, like falling off a ladder, the risk of a second fracture was 25 percent greater than would have been expected based on women who had no initial fracture",je,broken-bone-fracture-risk,accident
""" men also face an often ignored risk of second fractures, especially because their first fractures are more likely to result from a traumatic event like a car accident and are not recognized as a harbinger of future fractures, dr",je,broken-bone-fracture-risk,accident
a growing cadre of physicians are combating what they call an over-diagnosis of this condition in the elderly,je,chronic-kidney-disease-failure,elderly
"this, in fact, is exactly what happened to a friend's mother who was told she had kidney disease in her late 70s",je,chronic-kidney-disease-failure,late
"the findings suggest that the diagnostic guidelines for chronic kidney disease needs yet another refinement that would significantly ""reduce the burden of kidney disease"" in the elderly, dr",je,chronic-kidney-disease-failure,elderly
"some groups believe strongly that everything possible should be done to avoid kidney failure down the road, no matter how unlikely it may be in an elderly person",je,chronic-kidney-disease-failure,elderly
"however, they emphasized, a medical examiner should certify all other causes, including deaths related to hip fracture which could have resulted from an accident, and deaths related to a history of malicious injury that could be a homicide",je,death-certificate-cause,accident
"""it's hard to know when they're not attributable to stress, depression or anxiety or the result of normal aging",je,dementia-alzheimers-younger-adults,aging
"probably the most publicized factor known to increase the risk of early dementia is repeated head injuries like those experienced by professional boxers, football and soccer players, and sometimes by military veterans",je,dementia-alzheimers-younger-adults,experienced
"a study of 1,204 elderly korean men and women initially evaluated for depression and anxiety found that two years later, these emotional disorders increased their risk of physical disorders and disability",je,depression-anxiety-physical-health,elderly
"grisolia, citing a covid-19 baby bust and the fact that in less than a year the pandemic spread throughout the world, suggested that a more timely mantra might be to sing the chorus to ""it's a small world (after all)",je,hand-washing-pandemic-habit,bust
"i had gifted an elderly aunt an $8,000 pair years ago and they sat in a drawer unused",je,hearing-aids,elderly
"kahn said, in younger adults, follow-up tests and medical advice should be based on the extent of patients' cardiovascular risk, including whether they have any symptoms of heart disease, like shortness of breath when climbing stairs or chest pain when exerting themselves",je,heart-calcium-scan,chest
"late last year, pharmacies reported an unprecedented run on antacids by people described as having a ""pandemic stomach,"" leaving those with serious ailments that required such products often out of luck",je,heartburn-diet-lifestyle,late
"common symptoms include a burning feeling in the chest, a sensation of a lump in the throat, belching and bloating, and regurgitation into the mouth of highly acidic, partially digested food from the stomach",je,heartburn-diet-lifestyle,chest
"foods that many people with gerd find most irritating include tomatoes and citrus (like oranges and grapefruit) and their juices, coffee (even decaf for some people), alcoholic and carbonated beverages, spicy foods, garlic, chocolate and peppermint",je,heartburn-diet-lifestyle,alcoholic
"to counter an occasional unexpected attack of heartburn, many people use a quick-acting antacid like tums (calcium carbonate) to help neutralize stomach acid",je,heartburn-diet-lifestyle,neutralize
"researchers had long known that cervical cancer behaves like a venereal disease, transmitted through sexual contact",je,hpv-vaccine-children,venereal disease
one clinical trial involving 102 patients found that those who engaged in vigorous physical activity three to five days a week experienced reduced physical and psychological symptoms,je,irritable-bowel-syndrome-treatments-causes,experienced
"instead of pushing out the chest as the lungs fill with air, the diaphragm is pushed down toward the stomach, causing the belly to rise",je,irritable-bowel-syndrome-treatments-causes,chest
"highway safety experts have long been concerned about a possible epidemic of accidents and fatalities as people in their 70s, 80s and beyond continued to drive",je,old-drivers,fatalities
"the children of older drivers have worried along with them, sometimes going to extremes to commandeer the keys of their aging parents when reasoning fails to get them off the road",je,old-drivers,aging
a recent study by the insurance institute for highway safety found that drivers aged 70 and older were less likely to be involved in a fatal car accident than those 35 to 54,je,old-drivers,accident
"for example, the insurance institute reported, when stop signs or traffic signals were replaced by roundabouts at intersections, overall crashes dropped 37 percent, injury crashes by 75 percent, and fatalities by 90 percent",je,old-drivers,fatalities
"still, there's no question that an aging mind and body can compromise driving safety",je,old-drivers,aging
"aronson wrote in the new england journal of medicine in an essay aptly titled, ""don't ruin my life -- aging and driving in the 21st century",je,old-drivers,aging
"in an ongoing study, she and colleagues are placing cameras in aging drivers' cars to record their unsafe missteps, like failing to check mirrors before changing lanes, not stopping soon enough or fumbling with a coffee cup",je,old-drivers,aging
"by that time, the cancer had spread and it was too late to operate",je,pancreatic-cancer-warning-signs,late
"a cure is almost always a lucky accident, when the cancer is detected at an early, symptom-free stage during an unrelated abdominal scan or surgery and the tumor can be surgically removed",je,pancreatic-cancer-warning-signs,accident
"being obese, gaining excess weight as an adult and carrying extra weight around the waist, even if not otherwise very overweight, also increase one's risk",je,pancreatic-cancer-warning-signs,overweight
"that may be why type 2 diabetes, which is most often related to being overweight, is an important risk factor as well",je,pancreatic-cancer-warning-signs,overweight
"fifteen years earlier, a similar study among elderly veterans in taiwan who used a potassium-enriched salt reduced cardiovascular mortality by 41 percent in less than three years",je,salt-blood-pressure,elderly
"this is especially true for children living in economically disadvantaged communities, who unlike their peers in wealthier communities often lack access to quality health care and resources",je,school-based-health-care-must-improve,disadvantaged
""" enter school-based health centers -- facilities either in the school itself or nearby that not only tend to acute health issues like cuts and bruises, but also provide a suite of health services including primary, mental and dental care; substance abuse counseling; nutrition education and more",je,school-based-health-care-must-improve,substance abuse
such challenges may be especially acute for those living in low-income urban centers or rural areas,je,school-based-health-care-must-improve,low-income
"many high school students are also now facing significant health issues, especially if they experienced crippling depression or anxiety related to pandemic-induced disruptions in their lives",je,school-based-health-care-must-improve,experienced
working parents who lacked child care options or had to help young children with online schoolwork during the day may have resorted to late night or early morning hours to get their own work done with minimal interruptions,je,sleep-health,late
persistent fatigue may be the main complaint of sleep-deprived people,je,sleep-health,deprived
"even those who sleep soundly but for fewer than the commonly recommended seven or eight hours a night, may not be as medically well off with short sleep cycles as they think",je,sleep-health,well off
"sleep-deprived people have more accidents and are more likely to fall asleep at inappropriate times, like at a play or concert or, most seriously, while driving",je,sleep-health,deprived
"sleep deprivation was a factor in some of the biggest environmental disasters in recent decades, including the 1979 nuclear accident at three mile island, the 1986 nuclear meltdown at chernobyl and the 1989 exxon valdez oil spill in alaska",je,sleep-health,accident
"baxley, the mother of five children, told me that upon returning to school after the pandemic lockdown, many young people experienced an increase in depression and social anxiety that can be counteracted by prosocial behavior",je,social-justice-parenting-traci-baxley,experienced
"you may be distressed to see an elderly person struggling with heavy packages, but unless you offer to help or at least express a wish to help but explain why you can't, your compassion goes to waste",je,social-justice-parenting-traci-baxley,elderly
"among the study participants who experienced ischemia during one or both tests, this adverse reaction to mental stress took a significantly greater toll on the hearts and lives of the patients than did physical stress",je,stress-heart,experienced
"it found that patients who experienced a high level of psychological stress during the year before they entered the study were more than twice as likely to suffer a heart attack during an average follow-up of five years, even when traditional risk factors were taken into account",je,stress-heart,experienced
not that i expect to do anything to hasten my demise,je,stupid-things-i-do-when-get-old-book,demise
but i'm also now taking stock of the many common hallmarks of aging and deciding what i need to reconsider,je,stupid-things-i-do-when-get-old-book,aging
"petrow, who is also a columnist but is nearly two decades younger than i, began thinking ahead after watching the missteps of his aging parents, like waiting too long to get hearing aids",je,stupid-things-i-do-when-get-old-book,aging
the secret to successful aging is to recognize one's issues and adapt accordingly,je,stupid-things-i-do-when-get-old-book,aging
"like many other cars now on the market, the subaru has several protective bells and whistles that compensate for the declining senses and slower reactions that accompany aging",je,stupid-things-i-do-when-get-old-book,aging
my late husband called our house an air raid shelter that could sustain us for a year,je,stupid-things-i-do-when-get-old-book,late
"he told me i reminded him of an elderly woman he knew who kept pieces of string ""too small to use",je,stupid-things-i-do-when-get-old-book,elderly
"but what if one of the presurgical tests your doctor orders -- for example, a chest x-ray or cardiac stress test -- turns up something unexpected, like a suspicious nodule or a mild heart abnormality",je,surgery-medical-tests,chest
"but a chest x-ray, ordered because he had a history of mild asthma, suggested he had a nodule on a lung",je,surgery-medical-tests,chest
"rubin could not explain, patients without risk factors who were given a cardiac stress test had double the surgical complication rate experienced by comparable patients who did not have one",je,surgery-medical-tests,experienced
"all were part of the baltimore longitudinal study of aging, and had vision and cognition tests every one to four years between 2003 and 2019",je,vision-loss-brain-health,aging
"when affirmative action was put into practice around a half-century ago, with legalized segregation so recent, it was reasonable to think of being black as a shorthand for being disadvantaged, whatever a black person's socioeconomic status was",jm,affirmative-action.1,disadvantaged
"i think a mature america is now in a position to extend the moral sophistication of affirmative action to disadvantaged people of all races or ethnicities, especially since, as a whole, black america would still benefit substantially",jm,affirmative-action.1,disadvantaged
"i shudder at the thought of someone on a college admissions committee, in the not-too-distant future, reading their dossiers and finding their being biracial (in their case, half black and half white, or ""mixed,"" as we might have said in my day) -- and thus, officially ""diverse"" and even, according to our strange retention of the retrogressive ""one-drop rule,"" officially ""african american"" -- the most interesting thing about them",jm,affirmative-action.1,african american
"black students often complain about the assumption that they are affirmative action admittees, with consequences ranging from constantly being on the defensive in late-night dorm-room debates to being shunned as study partners",jm,affirmative-action,late
i've experienced two of them lately,jm,black-opera-appropriation,experienced
"only in the late 19th century did the custom settle in, as ordinary among western music patrons, that one sit politely through pieces of considerable length that didn't occasionally, and deliberately, dazzle audiences with virtuoso feats",jm,black-opera-appropriation,late
"there was once a sorry tradition among white critics of condemning any black music beyond the hot or bluesy as inauthentic, expecting black composers and lyricists to stay in their supposedly prescribed place",jm,black-opera-appropriation,expecting
"i recall a brilliant, accomplished, kind white academic of a certain age who genially told me -- after i published my first book on race, ""losing the race: self-sabotage in black america,"" two decades ago -- ""john, i get what you mean, but i reserve my right to be guilty",jm,condoleezza-white-guilt,a certain age
"""he got hurt,"" ""he got laid off,"" ""he got hit",jm,english-grammar-pronouns,laid off
"black english even has a future perfect of disapproval: ""i'll be done left if she tries getting here late again",jm,english-grammar-pronouns,late
i have been especially excited about the project of late because of a couple of major finds that are getting us ever closer to having all the songs and more,jm,fats-waller-broadway,late
"one example of this is the shift from the usage of ""black"" to ""african american,"" which i mentioned in my previous piece on ""they",jm,gender-pronoun-they,african american
jesse jackson in the late 1980s,jm,gender-pronoun-they,late
"he implored people to embrace the term, arguing, ""to be called african americans has cultural integrity",jm,gender-pronoun-they,african americans
""" while there have been quibbles about that term here and there (including from me), i feel safe venturing that the intersection is slight between people up in arms against ""they"" and people who find the term ""african american"" insisted upon and therefore unwelcome",jm,gender-pronoun-they,african american
""" john and abigail adams did it all the time",jm,gender-pronouns-they,did it
""") i remember how it felt to be an english speaker in the late 1980s when seemingly overnight, one was to say ""asian"" rather than ""oriental,"" ""latino"" rather than ""hispanic,"" and shortly thereafter, ""african american"" rather than ""black,"" with ""oriental,"" especially, considered from then on offensive (while ""black"" has made a return as an adjective)",jm,gender-pronouns-they,african american
"a most interesting recent paper in the proceedings of the national academy of sciences -- examining what its authors describe as ""the surge of post-truth political argumentation"" -- proposes that of late, english speakers and writers are more given to using intuition than reason",jm,google-neoliberal,late
""" further, they write, ""if disillusion with 'the system' is indeed the core driver, a loss of interest in the rationality that helped build and defend the system could perhaps be collateral damage",jm,google-neoliberal,collateral damage
"it's probably no accident that using this kind of ""like"" took off in the 1980s, just as the overall change the authors of our paper note did",jm,google-neoliberal,accident
"do you believe that it's mission-critical for doctors to describe people in particular danger of contracting certain diseases not as ""vulnerable (or disadvantaged)"" but as ""oppressed (or made vulnerable or disenfranchised)""",jm,heres-a-fact-were-routinely-asked-to-use-leftist-fictions,disadvantaged
"or, based on the same sociopolitical perspective, what is the utility of replacing the statement, ""low-income people have the highest level of coronary artery disease in the united states"" with ""equity-focused language that acknowledges root causes"" like ""people underpaid and forced into poverty as a result of banking policies, real estate developers gentrifying neighborhoods, and corporations weakening the power of labor movements, among others, have the highest level of coronary artery disease in the united states""",jm,heres-a-fact-were-routinely-asked-to-use-leftist-fictions,low-income
"project follow through, a huge investigation in the late 1960s led by education scholar siegfried englemann, taught 75,000 children via the phonics-based direct instruction method from kindergarten through third grade at 10 sites nationwide",jm,kids-reading-spelling,late
"this thursday, and the conversation will surely get spicier when we go into more societally loaded questions, including some you've submitted in advance: one person reports being told that we are no longer to say ""brown bag lunch"" because the phrase evokes the crude color scale that some elite (and elitist) african american organizations are said to have used, once upon a time, to determine eligibility for membership, with only people lighter in complexion than a brown bag admitted",jm,language-words-woke,african american
"but the change to terms like ""intellectually disabled"" exemplifies the euphemism treadmill i referred to in an earlier piece: ""crippled"" becomes ""handicapped"" becomes ""differently abled,"" and each new term tends to take on the old connotations",jm,language-words-woke,disabled
"at one point, at least some developmentally disabled people were described as having ""special needs"" but, plus ca change, ""special"" also gets leveled as a slur in certain malicious contexts",jm,language-words-woke,developmentally disabled
"but i hear from an experienced conductor that several orchestras have turned down his requests to perform or record it with them, out of wariness of the word ""negro"" in its title",jm,negro-ban-word-dont,experienced
"unknown to me in 1976 was that in some cases, producers have had a hard time recruiting top-level black creatives for ""porgy and bess"" since ""many african americans have found"" the opera ""to be a kind of uncle tomism, a rip-off of black culture"" as itabari njeri of the los angeles times explained in a 1990 review of the book ""the life and times of porgy and bess: the story of an american classic",jm,opera-porgy-and-bess,african americans
""" taking in the metropolitan opera's fine production a few days ago, i experienced the opera for the first time as an imperious touchstone rather than as a fascinating question",jm,opera-porgy-and-bess,experienced
"in her public persona -- in songs, interviews and her memorable turn as catwoman in the campy late 1960s ""batman"" series -- her signature became a vocal style splitting the difference between eleanor roosevelt and edith piaf",jm,poitier-black-english,late
"in the late 1980s and early 1990s there was an explosion in black film where black english was woven throughout the dialogue, from spike lee's early work to john singleton's ""boyz n the hood",jm,poitier-black-english,late
"but the sheer frequency with which today's children's shows (and not just the stuff of public television) are, yes, centering people of color feels different",jm,progressive-diverse-woke,people of color
"the idea of systemic racism -- societal inequities rooted in racism of the past or present that represent barriers, in many instances, for people of color -- is now common coin to a greater extent",jm,progressive-diverse-woke,people of color
"there's more evidence: you do something, and someone asks who did it",jm,pronouns-english-grammar,did it
""" but if what you mean is ""i did it,"" where i would be the subject, then why don't you raise your hand and say ""i""",jm,pronouns-english-grammar,did it
"or if others did it, why wouldn't you point at them and say ""they",jm,pronouns-english-grammar,did it
"to wit: ""you and me know"" is not illogical and thus not a sign of sloppy thinking any more than saying ""i'm late, aren't i",jm,pronouns-english-grammar,late
""" is illogical because you would never say ""i are late",jm,pronouns-english-grammar,late
"when i became a musicals addict in the '80s, i noticed that there was a type of 50-something fan who had never taken to sondheim's music; they stopped roughly at ""fiddler on the roof,"" ""mame"" and ""pippin",jm,stephen-sondheim-musical,addict
""" to the end of the statement but it faded away, leaving only its question melody behind, like the cheshire cat's smile",jm,uptalk-English-language-coarsening,faded away
"representative alexandria ocasio-cortez, herself an avatar of wokeness, tweet-dismissed that assessment by saying ""the average audience for people seriously using the word 'woke' in a 2021 political discussion are james carville and fox news pundits so that should tell you all you need to know",jm,woke-progressive-liberal,dismissed
"""woke"" has also followed a trajectory similar to that of the phrase ""politically correct,"" which carried a similar meaning by the late 1980s and early 1990s: ""politically correct,"" unsurprisingly, went from describing a way of seeing the world to describing the people who saw the world that way to describing the way other people felt about the people who saw the world that way",jm,woke-progressive-liberal,late
a gallup survey conducted in late 2018 found that 61 percent of americans generally favored race-based affirmative action,jm,wokeness-america,late
"one of her predecessors, john nance garner, once colorfully dismissed the job as ""not worth a bucket of warm piss",mc,2021-political-stories-politicians,dismissed
harris may be a historic figure -- and her boss's advanced age may have people on edge -- but let's dial back our expectations a smidgen,mc,2021-political-stories-politicians,advanced age
"with americans living longer and aging baby boomers flooding the system, the financial strain is becoming unsustainable",mc,aging-nursing-home-medicare,aging
"with the risk of open-ended claim costs largely neutralized, insurers could provide better, more affordable policies",mc,aging-nursing-home-medicare,neutralized
few people dream of living out their golden years in a nursing home,mc,aging-nursing-homes,golden years
"nursing homes stands at more than 133,000, accounting for more than 1 in 5 of the nation's pandemic fatalities",mc,aging-nursing-homes,fatalities
"experts cheer the effort as crucial to addressing the challenges of america's fast-graying population, a trend fueled by better medical care, longer life spans and a flood of aging baby boomers",mc,aging-nursing-homes,aging
"as the name suggests, they take a highly medicalized approach to aging, and, by design, are reminiscent of hospitals",mc,aging-nursing-homes,aging
"on the other side are long-haulers needing custodial care, mostly seniors and the severely disabled",mc,aging-nursing-homes,disabled
"among the more interesting reform possibilities being discussed is a shift toward smaller, more self-contained, unconventional facilities that reflect the evolving attitude toward aging",mc,aging-nursing-homes,aging
""" of late, ms",mc,ann-coulter-trump-ron-desantis,late
trump as expecting too much groveling,mc,ann-coulter-trump-ron-desantis,expecting
"""for months now, trump's been playing the aging silent film star norma desmond in 'sunset boulevard' to desantis's younger, prettier betty schaefer,"" she wrote in her column wednesday, which closed with this punch to the throat: ""give voters a populist conservative who's not a con man and a liar and they'll be 'republicans' again",mc,ann-coulter-trump-ron-desantis,aging
"so, too, was an effort to neutralize the toxic politics of the trump era -- which, among other damage, spawned a large reality-free zone in which the bulk of republicans buy the lie that the 2020 presidential election was stolen",mc,biden-100-days,neutralize
"both bills have experienced multiple near-death experiences, and many, many americans were beginning to doubt whether democrats had what it takes to get anything done",mc,biden-infrastructure-deal,experienced
"late into the night, there were arms being twisted, egos being stroked and deals being cut",mc,biden-infrastructure-deal,late
"""we can't have a strong economy when we have millions of other people dropping out of the work force to take care of elderly loved ones",mc,caretakers-elderly-home-health-aides,elderly
"over the next decade, the demand for these workers will balloon as aging baby boomers require more, and more advanced, care",mc,caretakers-elderly-home-health-aides,aging
"the house passed its version of the bill in late september, and lawmakers from both parties have been frustrated with the senate majority leader, chuck schumer, over delays in his chamber",mc,congress-budget-shutdown-debt,late
biden's call to invest $400 billion in community-based and in-home care for older and disabled people,mc,elder-care-congress,disabled
"for decades, experts have been warning that increased life expectancy, falling birthrates and the aging of the huge baby boomer generation were on track to create a rolling demographic disaster: more seniors needing more care, with fewer younger people around to provide it",mc,elder-care-congress,aging
"tens of millions of americans provide unpaid care to aging family members, often at enormous cost to the caregivers' economic, mental and physical well-being",mc,elder-care-congress,aging
"the house dissolved its permanent select committee on aging more than a quarter-century ago, largely as a cost-cutting measure",mc,elder-care-congress,aging
most people don't talk about or plan for aging and death,mc,elder-care-congress,aging
"for them, 60 is the new 40, and as more of them stride into their 70s, many still bristle at the notion that they qualify as senior citizens",mc,elder-care-congress,senior citizens
tending to aging relatives is simply seen as what good sons and daughters do,mc,elder-care-congress,aging
"they also contend that because the caregivers are so often low-income women of color, the work itself is undervalued",mc,elder-care-congress,low-income
""" but with an aging nation putting growing strain on the system, policymakers might want to spend less time fretting over how to classify the issue than addressing it",mc,elder-care-congress,aging
"the illinois lawmaker has been an outspoken trump critic, voting for impeachment this year and serving on the jan",mc,gop-democracy-trump,outspoken
"the squabbling over the build back better plan, the ambitious climate change and social spending package that the democrats need to pass on a party-line vote, has been running hot, with progressives and moderates squaring off, especially in the senate",mc,joe-manchin-democratic-party,pass on
"the incarcerated population already suffers from disproportionately high rates of physical and behavioral health problems, from hypertension and asthma to mental illness and substance abuse disorders",mc,medicaid-reentry-act,substance abuse
warning that he was the target of russian disinformation -- which he said he dismissed because it was too vague and he suspected it of being a political ploy,mc,ron-johnson-wisconsin-trump,dismissed
greg abbott of texas has been going through a bumpy stretch of late,mc,texas-paxton-abbott-wall-election,late
"is reportedly looking into whether he inappropriately did favors for a wealthy political donor who hired a woman with whom the attorney general, who is married, was said to have had an affair",mc,texas-paxton-abbott-wall-election,wealthy
his fund-raising late last year was looking pitiful until his election suit,mc,texas-paxton-abbott-wall-election,late
"in some cases, they can be dismissed as lies -- mr",mc,trump-gop-misogyny,dismissed
"party leaders announced late last week that they had worked out a revenue ""framework,"" but their troops seemed to have no clue what they were talking about",mc,us-democrats-bills,late
but he did it badly,md,afghanistan-kabul-biden-blinken,did it
""" earth to donald: after five years of stoking fear and hurting dreams, it's a little late",md,aliens-ufos-report,late
"he told me about his late grandmother in durham, n",md,andre-leon-talley-dead,late
"when andre would see me getting ready to go out in a wrinkled cocktail dress, he would fold his arms over his chest and order me to go change, or risk looking like ""a roadshow rita hayworth",md,andre-leon-talley-dead,chest
""" as his friend diane von furstenberg told me, when vreeland's eyesight failed her late in life, andre went to that famous red apartment and read to her",md,andre-leon-talley-dead,late
"at least she confronted the governor about the reckless nature of his unsettling conversation with bennett, a sexual assault survivor",md,andrew-cuomo-melissa-derosa,sexual assault
"many of those who helped obama achieve the moonshot, becoming the first african american president and then becoming uber-rich, were disinvited",md,barack-obama-birthday,african american
"mirabile dictu: a president and senator who are both pushing 80, men who were underestimated and dismissed for years in democratic circles, are now teaming up to transform the country",md,bernie-sanders-interview-maureen-dowd,dismissed
"he spoke of his late son, beau, his ""north star,"" who was deployed to iraq",md,biden-afghanistan-war,late
"9 trillion covid relief bill and the $3 trillion spending package, beginning with infrastructure, that is laced with climate change and income inequality measures, he seems to be savoring his new image as someone who goes for the big and bold",md,biden-press-conference-republicans-voting-rights,income inequality
"""did it have some unintended consequences",md,bill-bratton-police-reform,did it
billionaire investor carl icahn did it twice,md,billionaires-taxes,did it
"republicans, once the outspoken defenders of law enforcement, deserted the capitol en masse on a day of appreciation for the bravery of the police, dead and alive, who risked their lives holding back the horde, hellbent on shredding democracy, as well as lawmakers, if they could get their hands on them",md,cheney-jan-6,outspoken
it may be too late for negotiating incremental change,md,climate-change-floods-wildfires,late
he was the son of jamaican immigrants in the south bronx who became a hero in vietnam and then the first african american secretary of state,md,colin-powell-legacy,african american
"unfortunately for us, we won't know the answers until it is too late",md,eric-schmidt-ai,late
""" when she was called to harlem hospital, she said, ""walking up those steps, seeing everybody staring at me, was the scariest moment i've experienced",md,jason-rivera-police-dead,experienced
"if she's here to fight for corporate power and lower taxes for the wealthy and get more money for pharma executives, be on the level and say it",md,kyrsten-sinema-congress,wealthy
"biden writes: ""'i don't want to make light of anybody's substance abuse issues",md,matt-gaetz-hunter-biden-memoir,substance abuse
"' gaetz said, snickering for the cameras as he made light of my substance abuse issues",md,matt-gaetz-hunter-biden-memoir,substance abuse
"the book, ineffably sad and beautifully written, tears the tabloid face off the story about an american family that has experienced the highest of highs and the lowest of lows",md,matt-gaetz-hunter-biden-memoir,experienced
", learning how to cook crack in his chateau marmont bungalow, he still manages to write letters addressed to his late brother, telling him how much he would have loved california",md,matt-gaetz-hunter-biden-memoir,late
"edward house serving as a de facto chief diplomat for woodrow wilson, negotiating the world war i armistice and the doomed treaty of versailles, until edith wilson came along and dismissed him as ""a perfect jellyfish",md,presidents-friends,dismissed
"""by the late 1960s,"" ginsberg writes, ""f",md,presidents-friends,late
"opening his show tuesday night, hannity gave a monologue defending the police (and lacing into the usual suspects: hunter, kamala, hillary, nancy, the summer riots, gun violence and unvaccinated illegal immigrants)",md,republicans-police-capitol-riot-trump,illegal immigrants
""" the heart-rending police testimony was dismissed by most republicans and fox news as ""political theater",md,republicans-police-capitol-riot-trump,dismissed
"as the times's katie benner reported friday, as late as dec",md,republicans-police-capitol-riot-trump,late
"(bush senior later publicly dismissed them as ""iron ass"" cheney and ""arrogant"" rumsfeld",md,september-11-masculinity,dismissed
"washington -- ordinarily staid and silent supreme court justices have become whirling dervishes of late, spinning madly to rebut the idea that americans are beginning to regard the court as a dangerous cabal of partisan hacks",md,supreme-court-conservative,late
"justices should not be on the court for 30 years, or into their late 80s",md,supreme-court-conservative,late
now the entire state of texas is doing it,mg,abortion-texas-teens,doing it
"it's possible that the justices could gut roe without overturning it outright, but after they let texas' abortion bounty law stand, at least for the time being, i'm expecting the worst",mg,abortion-vaccine-mandate,expecting
""" as the journalist azmat khan wrote on twitter, ""many young people in rural battlefields have never experienced life without war, without u",mg,afghanistan-biden,experienced
"as walter told me, she, like marche, relies on an academic definition of ""major armed conflict"" as one that causes at least 1,000 deaths per year",mg,america-civil-war,armed conflict
"a ""minor armed conflict"" is one that kills at least 25 people a year",mg,america-civil-war,armed conflict
republicans increasingly throw around the idea of armed conflict,mg,america-civil-war,armed conflict
"douthat's column was inspired by a hideous outburst of violence in cologne on new year's eve, in which a mob of largely middle eastern and north african men sexually assaulted scores of women",mg,angela-merkel-refugees-germany,sexually assaulted
"in an aging country with a low birthrate, they were a useful addition to the work force",mg,angela-merkel-refugees-germany,aging
"for example, the guide suggests replacing ""vulnerable"" with ""oppressed,"" even though they're not synonymous: it's not oppression that makes the elderly vulnerable to covid",mg,diversity-equity-inclusion,elderly
"bill has a very specific sort of irony-laden aging hipster sensibility, one that is in many ways my own",mg,generation-cancel-culture,aging
"but it is bizarre to bring earnest talk of mao and stalin into a discussion of the travails of figures like ian buruma, who lost his job as editor in chief of the new york review of books after publishing a misleading and self-justifying essay by a man accused of serial sexual assault",mg,generation-cancel-culture,sexual assault
"'"" this is so histrionic that it suggests the usually sober economist is in the grips of extremely strong emotions",mg,generation-cancel-culture,sober
"isis' indiscriminate brutality, especially against other muslims, appalled an earlier generation of jihadists; some of al qaeda's original leadership ended up like many other aging, disillusioned radicals, disgusted by the excesses of their progeny",mg,how-9-11-turned-america-into-a-half-crazed-fading-power,aging
this is a story about how the right twisted the sexual assault of a teenager into a culture war fantasy,mg,loudoun-county-trans,sexual assault
"in an interview with the daily wire, a website co-founded by the conservative wunderkind ben shapiro, smith said that his ninth-grade daughter had been sexually assaulted in a school bathroom by a boy wearing a skirt",mg,loudoun-county-trans,sexually assaulted
i was on the ground and couldn't move and he sexually assaulted me,mg,loudoun-county-trans,sexually assaulted
"as betsy devos, donald trump's secretary of education, said last year, ""too many students have lost access to their education because their school inadequately responded when a student filed a complaint of sexual harassment or sexual assault",mg,loudoun-county-trans,sexual assault
it's hard to appreciate being well when you're expecting to be ill imminently,mg,omicron-covid,expecting
"in 2013, a peer-reviewed study by national advocates for pregnant women, a reproductive justice organization, found 413 cases from 1973 to 2005 of women arrested or otherwise deprived of liberty because they were accused of endangering or harming their fetuses",mg,poolaw-miscarriage,deprived
"recently, on the anniversary of ruth bader ginsburg's death, the american civil liberties union set out to pay tribute to her pro-choice heroism, and ended up making the sort of self-parodic blunder the right salivates over",mg,rbg-aclu-abortion,pro-choice
